day;month;year;countriesAndTerritories;cases;deaths
8;3;2020;Moldova;1;0
9;4;2020;Monaco;2;0
8;4;2020;Monaco;2;0
7;4;2020;Monaco;4;0
6;4;2020;Monaco;7;0
5;4;2020;Monaco;2;2
4;4;2020;Monaco;4;0
3;4;2020;Monaco;5;0
2;4;2020;Monaco;3;0
1;4;2020;Monaco;3;0
31;3;2020;Monaco;3;0
30;3;2020;Monaco;3;0
29;3;2020;Monaco;1;0
28;3;2020;Monaco;9;0
27;3;2020;Monaco;2;0
26;3;2020;Monaco;4;0
25;3;2020;Monaco;4;0
24;3;2020;Monaco;0;0
23;3;2020;Monaco;5;0
22;3;2020;Monaco;6;0
21;3;2020;Monaco;1;0
20;3;2020;Monaco;2;0
19;3;2020;Monaco;0;0
18;3;2020;Monaco;0;0
17;3;2020;Monaco;2;0
16;3;2020;Monaco;4;0
15;3;2020;Monaco;2;0
2;3;2020;Monaco;0;0
1;3;2020;Monaco;0;0
29;2;2020;Monaco;1;0
28;2;2020;Monaco;0;0
27;2;2020;Monaco;0;0
26;2;2020;Monaco;0;0
25;2;2020;Monaco;0;0
24;2;2020;Monaco;0;0
23;2;2020;Monaco;0;0
22;2;2020;Monaco;0;0
21;2;2020;Monaco;0;0
20;2;2020;Monaco;0;0
19;2;2020;Monaco;0;0
18;2;2020;Monaco;0;0
17;2;2020;Monaco;0;0
16;2;2020;Monaco;0;0
15;2;2020;Monaco;0;0
14;2;2020;Monaco;0;0
13;2;2020;Monaco;0;0
12;2;2020;Monaco;0;0
11;2;2020;Monaco;0;0
10;2;2020;Monaco;0;0
9;2;2020;Monaco;0;0
8;2;2020;Monaco;0;0
7;2;2020;Monaco;0;0
6;2;2020;Monaco;0;0
5;2;2020;Monaco;0;0
4;2;2020;Monaco;0;0
3;2;2020;Monaco;0;0
2;2;2020;Monaco;0;0
1;2;2020;Monaco;0;0
31;1;2020;Monaco;0;0
30;1;2020;Monaco;0;0
29;1;2020;Monaco;0;0
28;1;2020;Monaco;0;0
27;1;2020;Monaco;0;0
26;1;2020;Monaco;0;0
25;1;2020;Monaco;0;0
24;1;2020;Monaco;0;0
23;1;2020;Monaco;0;0
22;1;2020;Monaco;0;0
21;1;2020;Monaco;0;0
20;1;2020;Monaco;0;0
19;1;2020;Monaco;0;0
18;1;2020;Monaco;0;0
17;1;2020;Monaco;0;0
16;1;2020;Monaco;0;0
15;1;2020;Monaco;0;0
14;1;2020;Monaco;0;0
13;1;2020;Monaco;0;0
12;1;2020;Monaco;0;0
11;1;2020;Monaco;0;0
10;1;2020;Monaco;0;0
9;1;2020;Monaco;0;0
8;1;2020;Monaco;0;0
7;1;2020;Monaco;0;0
6;1;2020;Monaco;0;0
5;1;2020;Monaco;0;0
4;1;2020;Monaco;0;0
3;1;2020;Monaco;0;0
2;1;2020;Monaco;0;0
1;1;2020;Monaco;0;0
31;12;2019;Monaco;0;0
9;4;2020;Mongolia;1;0
8;4;2020;Mongolia;0;0
7;4;2020;Mongolia;1;0
6;4;2020;Mongolia;0;0
5;4;2020;Mongolia;0;0
4;4;2020;Mongolia;0;0
3;4;2020;Mongolia;0;0
2;4;2020;Mongolia;2;0
1;4;2020;Mongolia;0;0
31;3;2020;Mongolia;0;0
30;3;2020;Mongolia;0;0
29;3;2020;Mongolia;1;0
28;3;2020;Mongolia;0;0
27;3;2020;Mongolia;1;0
26;3;2020;Mongolia;0;0
25;3;2020;Mongolia;0;0
24;3;2020;Mongolia;0;0
23;3;2020;Mongolia;0;0
22;3;2020;Mongolia;4;0
21;3;2020;Mongolia;1;0
20;3;2020;Mongolia;0;0
19;3;2020;Mongolia;1;0
18;3;2020;Mongolia;3;0
15;3;2020;Mongolia;0;0
10;3;2020;Mongolia;1;0
9;4;2020;Montenegro;8;0
8;4;2020;Montenegro;8;0
7;4;2020;Montenegro;19;0
6;4;2020;Montenegro;13;0
5;4;2020;Montenegro;27;0
4;4;2020;Montenegro;30;0
3;4;2020;Montenegro;21;1
2;4;2020;Montenegro;14;0
1;4;2020;Montenegro;18;0
31;3;2020;Montenegro;6;0
30;3;2020;Montenegro;1;0
29;3;2020;Montenegro;9;0
28;3;2020;Montenegro;8;0
27;3;2020;Montenegro;14;1
26;3;2020;Montenegro;6;0
25;3;2020;Montenegro;20;0
24;3;2020;Montenegro;6;0
23;3;2020;Montenegro;7;0
22;3;2020;Montenegro;0;0
21;3;2020;Montenegro;1;0
20;3;2020;Montenegro;5;0
19;3;2020;Montenegro;6;0
18;3;2020;Montenegro;2;0
9;4;2020;Montserrat;3;0
8;4;2020;Montserrat;0;0
7;4;2020;Montserrat;0;0
6;4;2020;Montserrat;0;0
5;4;2020;Montserrat;1;0
4;4;2020;Montserrat;0;0
3;4;2020;Montserrat;0;0
2;4;2020;Montserrat;0;0
31;3;2020;Montserrat;0;0
30;3;2020;Montserrat;0;0
29;3;2020;Montserrat;0;0
28;3;2020;Montserrat;0;0
27;3;2020;Montserrat;4;0
26;3;2020;Montserrat;0;0
25;3;2020;Montserrat;0;0
24;3;2020;Montserrat;0;0
23;3;2020;Montserrat;0;0
22;3;2020;Montserrat;0;0
21;3;2020;Montserrat;1;0
9;4;2020;Morocco;91;3
8;4;2020;Morocco;64;10
7;4;2020;Morocco;99;10
6;4;2020;Morocco;102;11
5;4;2020;Morocco;211;15
4;4;2020;Morocco;0;0
3;4;2020;Morocco;54;5
2;4;2020;Morocco;37;3
1;4;2020;Morocco;61;3
31;3;2020;Morocco;77;7
30;3;2020;Morocco;121;3
29;3;2020;Morocco;13;0
28;3;2020;Morocco;70;13
27;3;2020;Morocco;50;4
26;3;2020;Morocco;55;1
25;3;2020;Morocco;36;1
24;3;2020;Morocco;19;0
23;3;2020;Morocco;19;1
22;3;2020;Morocco;10;0
21;3;2020;Morocco;23;1
20;3;2020;Morocco;9;0
19;3;2020;Morocco;10;0
18;3;2020;Morocco;7;1
17;3;2020;Morocco;9;0
16;3;2020;Morocco;10;0
15;3;2020;Morocco;11;0
14;3;2020;Morocco;1;0
13;3;2020;Morocco;1;0
12;3;2020;Morocco;3;1
6;3;2020;Morocco;1;0
3;3;2020;Morocco;1;0
9;4;2020;Mozambique;7;0
8;4;2020;Mozambique;0;0
7;4;2020;Mozambique;0;0
6;4;2020;Mozambique;0;0
5;4;2020;Mozambique;0;0
4;4;2020;Mozambique;0;0
3;4;2020;Mozambique;0;0
2;4;2020;Mozambique;2;0
1;4;2020;Mozambique;0;0
31;3;2020;Mozambique;0;0
30;3;2020;Mozambique;0;0
29;3;2020;Mozambique;1;0
28;3;2020;Mozambique;0;0
27;3;2020;Mozambique;2;0
26;3;2020;Mozambique;4;0
25;3;2020;Mozambique;0;0
24;3;2020;Mozambique;0;0
23;3;2020;Mozambique;1;0
9;4;2020;Myanmar;0;2
8;4;2020;Myanmar;0;0
7;4;2020;Myanmar;1;0
6;4;2020;Myanmar;0;0
5;4;2020;Myanmar;1;0
4;4;2020;Myanmar;0;0
3;4;2020;Myanmar;4;0
2;4;2020;Myanmar;1;0
1;4;2020;Myanmar;1;1
31;3;2020;Myanmar;6;0
30;3;2020;Myanmar;0;0
29;3;2020;Myanmar;3;0
28;3;2020;Myanmar;0;0
27;3;2020;Myanmar;2;0
26;3;2020;Myanmar;0;0
25;3;2020;Myanmar;1;0
24;3;2020;Myanmar;2;0
17;3;2020;Myanmar;0;0
9;4;2020;Namibia;0;0
8;4;2020;Namibia;0;0
7;4;2020;Namibia;0;0
6;4;2020;Namibia;2;0
5;4;2020;Namibia;0;0
4;4;2020;Namibia;1;0
3;4;2020;Namibia;0;0
2;4;2020;Namibia;2;0
1;4;2020;Namibia;0;0
31;3;2020;Namibia;0;0
30;3;2020;Namibia;3;0
29;3;2020;Namibia;0;0
28;3;2020;Namibia;0;0
27;3;2020;Namibia;4;0
26;3;2020;Namibia;1;0
25;3;2020;Namibia;0;0
24;3;2020;Namibia;0;0
23;3;2020;Namibia;0;0
22;3;2020;Namibia;0;0
21;3;2020;Namibia;1;0
20;3;2020;Namibia;0;0
19;3;2020;Namibia;0;0
18;3;2020;Namibia;0;0
17;3;2020;Namibia;0;0
16;3;2020;Namibia;0;0
15;3;2020;Namibia;2;0
9;4;2020;Nepal;0;0
8;4;2020;Nepal;0;0
7;4;2020;Nepal;0;0
6;4;2020;Nepal;3;0
5;4;2020;Nepal;0;0
4;4;2020;Nepal;1;0
3;4;2020;Nepal;0;0
2;4;2020;Nepal;0;0
1;4;2020;Nepal;0;0
31;3;2020;Nepal;0;0
30;3;2020;Nepal;0;0
29;3;2020;Nepal;2;0
28;3;2020;Nepal;0;0
27;3;2020;Nepal;0;0
26;3;2020;Nepal;0;0
25;3;2020;Nepal;1;0
24;3;2020;Nepal;1;0
23;3;2020;Nepal;0;0
22;3;2020;Nepal;0;0
21;3;2020;Nepal;0;0
20;3;2020;Nepal;0;0
19;3;2020;Nepal;0;0
18;3;2020;Nepal;0;0
17;3;2020;Nepal;0;0
15;3;2020;Nepal;0;0
2;3;2020;Nepal;0;0
1;3;2020;Nepal;0;0
29;2;2020;Nepal;0;0
28;2;2020;Nepal;0;0
27;2;2020;Nepal;0;0
26;2;2020;Nepal;0;0
25;2;2020;Nepal;0;0
24;2;2020;Nepal;0;0
23;2;2020;Nepal;0;0
22;2;2020;Nepal;0;0
21;2;2020;Nepal;0;0
20;2;2020;Nepal;0;0
19;2;2020;Nepal;0;0
18;2;2020;Nepal;0;0
17;2;2020;Nepal;0;0
16;2;2020;Nepal;0;0
15;2;2020;Nepal;0;0
14;2;2020;Nepal;0;0
13;2;2020;Nepal;0;0
12;2;2020;Nepal;0;0
11;2;2020;Nepal;0;0
10;2;2020;Nepal;0;0
9;2;2020;Nepal;0;0
8;2;2020;Nepal;0;0
7;2;2020;Nepal;0;0
6;2;2020;Nepal;0;0
5;2;2020;Nepal;0;0
4;2;2020;Nepal;0;0
3;2;2020;Nepal;0;0
2;2;2020;Nepal;0;0
1;2;2020;Nepal;0;0
31;1;2020;Nepal;0;0
30;1;2020;Nepal;0;0
29;1;2020;Nepal;0;0
28;1;2020;Nepal;0;0
27;1;2020;Nepal;0;0
26;1;2020;Nepal;0;0
25;1;2020;Nepal;1;0
24;1;2020;Nepal;0;0
23;1;2020;Nepal;0;0
22;1;2020;Nepal;0;0
21;1;2020;Nepal;0;0
20;1;2020;Nepal;0;0
19;1;2020;Nepal;0;0
18;1;2020;Nepal;0;0
17;1;2020;Nepal;0;0
16;1;2020;Nepal;0;0
15;1;2020;Nepal;0;0
14;1;2020;Nepal;0;0
13;1;2020;Nepal;0;0
12;1;2020;Nepal;0;0
11;1;2020;Nepal;0;0
10;1;2020;Nepal;0;0
9;1;2020;Nepal;0;0
8;1;2020;Nepal;0;0
7;1;2020;Nepal;0;0
6;1;2020;Nepal;0;0
5;1;2020;Nepal;0;0
4;1;2020;Nepal;0;0
3;1;2020;Nepal;0;0
2;1;2020;Nepal;0;0
1;1;2020;Nepal;0;0
31;12;2019;Nepal;0;0
9;4;2020;Netherlands;969;147
8;4;2020;Netherlands;777;234
7;4;2020;Netherlands;952;101
6;4;2020;Netherlands;1224;115
5;4;2020;Netherlands;904;164
4;4;2020;Netherlands;1026;148
3;4;2020;Netherlands;1083;166
2;4;2020;Netherlands;1019;134
1;4;2020;Netherlands;845;175
31;3;2020;Netherlands;884;93
30;3;2020;Netherlands;1104;132
29;3;2020;Netherlands;1159;93
28;3;2020;Netherlands;1172;112
27;3;2020;Netherlands;1019;78
26;3;2020;Netherlands;852;80
25;3;2020;Netherlands;811;63
24;3;2020;Netherlands;545;34
23;3;2020;Netherlands;573;43
22;3;2020;Netherlands;637;30
21;3;2020;Netherlands;534;30
20;3;2020;Netherlands;409;18
19;3;2020;Netherlands;346;15
18;3;2020;Netherlands;292;19
17;3;2020;Netherlands;278;4
16;3;2020;Netherlands;176;8
15;3;2020;Netherlands;155;7
14;3;2020;Netherlands;190;0
13;3;2020;Netherlands;111;0
12;3;2020;Netherlands;121;1
11;3;2020;Netherlands;61;1
10;3;2020;Netherlands;56;0
9;3;2020;Netherlands;77;2
8;3;2020;Netherlands;60;0
7;3;2020;Netherlands;46;1
6;3;2020;Netherlands;44;0
5;3;2020;Netherlands;10;0
4;3;2020;Netherlands;10;0
3;3;2020;Netherlands;5;0
2;3;2020;Netherlands;6;0
1;3;2020;Netherlands;5;0
29;2;2020;Netherlands;1;0
28;2;2020;Netherlands;1;0
27;2;2020;Netherlands;0;0
26;2;2020;Netherlands;0;0
25;2;2020;Netherlands;0;0
24;2;2020;Netherlands;0;0
23;2;2020;Netherlands;0;0
22;2;2020;Netherlands;0;0
21;2;2020;Netherlands;0;0
20;2;2020;Netherlands;0;0
19;2;2020;Netherlands;0;0
18;2;2020;Netherlands;0;0
17;2;2020;Netherlands;0;0
16;2;2020;Netherlands;0;0
15;2;2020;Netherlands;0;0
14;2;2020;Netherlands;0;0
13;2;2020;Netherlands;0;0
12;2;2020;Netherlands;0;0
11;2;2020;Netherlands;0;0
10;2;2020;Netherlands;0;0
9;2;2020;Netherlands;0;0
8;2;2020;Netherlands;0;0
7;2;2020;Netherlands;0;0
6;2;2020;Netherlands;0;0
5;2;2020;Netherlands;0;0
4;2;2020;Netherlands;0;0
3;2;2020;Netherlands;0;0
2;2;2020;Netherlands;0;0
1;2;2020;Netherlands;0;0
31;1;2020;Netherlands;0;0
30;1;2020;Netherlands;0;0
29;1;2020;Netherlands;0;0
28;1;2020;Netherlands;0;0
27;1;2020;Netherlands;0;0
26;1;2020;Netherlands;0;0
25;1;2020;Netherlands;0;0
24;1;2020;Netherlands;0;0
23;1;2020;Netherlands;0;0
22;1;2020;Netherlands;0;0
21;1;2020;Netherlands;0;0
20;1;2020;Netherlands;0;0
19;1;2020;Netherlands;0;0
18;1;2020;Netherlands;0;0
17;1;2020;Netherlands;0;0
16;1;2020;Netherlands;0;0
15;1;2020;Netherlands;0;0
14;1;2020;Netherlands;0;0
13;1;2020;Netherlands;0;0
12;1;2020;Netherlands;0;0
11;1;2020;Netherlands;0;0
10;1;2020;Netherlands;0;0
9;1;2020;Netherlands;0;0
8;1;2020;Netherlands;0;0
7;1;2020;Netherlands;0;0
6;1;2020;Netherlands;0;0
5;1;2020;Netherlands;0;0
4;1;2020;Netherlands;0;0
3;1;2020;Netherlands;0;0
2;1;2020;Netherlands;0;0
1;1;2020;Netherlands;0;0
31;12;2019;Netherlands;0;0
9;4;2020;New_Caledonia;0;0
8;4;2020;New_Caledonia;0;0
7;4;2020;New_Caledonia;0;0
6;4;2020;New_Caledonia;0;0
5;4;2020;New_Caledonia;0;0
4;4;2020;New_Caledonia;2;0
3;4;2020;New_Caledonia;0;0
2;4;2020;New_Caledonia;0;0
1;4;2020;New_Caledonia;0;0
31;3;2020;New_Caledonia;1;0
30;3;2020;New_Caledonia;0;0
29;3;2020;New_Caledonia;0;0
28;3;2020;New_Caledonia;0;0
27;3;2020;New_Caledonia;1;0
26;3;2020;New_Caledonia;5;0
25;3;2020;New_Caledonia;2;0
24;3;2020;New_Caledonia;2;0
23;3;2020;New_Caledonia;1;0
22;3;2020;New_Caledonia;2;0
21;3;2020;New_Caledonia;2;0
9;4;2020;New_Zealand;23;0
8;4;2020;New_Zealand;26;0
7;4;2020;New_Zealand;32;0
6;4;2020;New_Zealand;39;0
5;4;2020;New_Zealand;48;0
4;4;2020;New_Zealand;52;0
3;4;2020;New_Zealand;49;0
2;4;2020;New_Zealand;76;0
1;4;2020;New_Zealand;0;0
31;3;2020;New_Zealand;95;0
30;3;2020;New_Zealand;76;0
29;3;2020;New_Zealand;60;1
28;3;2020;New_Zealand;78;0
27;3;2020;New_Zealand;76;0
26;3;2020;New_Zealand;73;0
25;3;2020;New_Zealand;47;0
24;3;2020;New_Zealand;40;0
23;3;2020;New_Zealand;36;0
22;3;2020;New_Zealand;13;0
21;3;2020;New_Zealand;14;0
20;3;2020;New_Zealand;11;0
19;3;2020;New_Zealand;8;0
18;3;2020;New_Zealand;12;0
15;3;2020;New_Zealand;2;0
14;3;2020;New_Zealand;1;0
7;3;2020;New_Zealand;1;0
6;3;2020;New_Zealand;1;0
5;3;2020;New_Zealand;1;0
4;3;2020;New_Zealand;1;0
2;3;2020;New_Zealand;0;0
1;3;2020;New_Zealand;0;0
29;2;2020;New_Zealand;0;0
28;2;2020;New_Zealand;1;0
27;2;2020;New_Zealand;0;0
26;2;2020;New_Zealand;0;0
25;2;2020;New_Zealand;0;0
24;2;2020;New_Zealand;0;0
23;2;2020;New_Zealand;0;0
22;2;2020;New_Zealand;0;0
21;2;2020;New_Zealand;0;0
20;2;2020;New_Zealand;0;0
19;2;2020;New_Zealand;0;0
18;2;2020;New_Zealand;0;0
17;2;2020;New_Zealand;0;0
16;2;2020;New_Zealand;0;0
15;2;2020;New_Zealand;0;0
14;2;2020;New_Zealand;0;0
13;2;2020;New_Zealand;0;0
12;2;2020;New_Zealand;0;0
11;2;2020;New_Zealand;0;0
10;2;2020;New_Zealand;0;0
9;2;2020;New_Zealand;0;0
8;2;2020;New_Zealand;0;0
7;2;2020;New_Zealand;0;0
6;2;2020;New_Zealand;0;0
5;2;2020;New_Zealand;0;0
4;2;2020;New_Zealand;0;0
3;2;2020;New_Zealand;0;0
2;2;2020;New_Zealand;0;0
1;2;2020;New_Zealand;0;0
31;1;2020;New_Zealand;0;0
30;1;2020;New_Zealand;0;0
29;1;2020;New_Zealand;0;0
28;1;2020;New_Zealand;0;0
27;1;2020;New_Zealand;0;0
26;1;2020;New_Zealand;0;0
25;1;2020;New_Zealand;0;0
24;1;2020;New_Zealand;0;0
23;1;2020;New_Zealand;0;0
22;1;2020;New_Zealand;0;0
21;1;2020;New_Zealand;0;0
20;1;2020;New_Zealand;0;0
19;1;2020;New_Zealand;0;0
18;1;2020;New_Zealand;0;0
17;1;2020;New_Zealand;0;0
16;1;2020;New_Zealand;0;0
15;1;2020;New_Zealand;0;0
14;1;2020;New_Zealand;0;0
13;1;2020;New_Zealand;0;0
12;1;2020;New_Zealand;0;0
11;1;2020;New_Zealand;0;0
10;1;2020;New_Zealand;0;0
9;1;2020;New_Zealand;0;0
8;1;2020;New_Zealand;0;0
7;1;2020;New_Zealand;0;0
6;1;2020;New_Zealand;0;0
5;1;2020;New_Zealand;0;0
4;1;2020;New_Zealand;0;0
3;1;2020;New_Zealand;0;0
2;1;2020;New_Zealand;0;0
1;1;2020;New_Zealand;0;0
31;12;2019;New_Zealand;0;0
9;4;2020;Nicaragua;0;0
8;4;2020;Nicaragua;0;0
7;4;2020;Nicaragua;1;0
6;4;2020;Nicaragua;0;0
5;4;2020;Nicaragua;0;0
4;4;2020;Nicaragua;0;0
3;4;2020;Nicaragua;0;0
2;4;2020;Nicaragua;0;0
1;4;2020;Nicaragua;1;0
31;3;2020;Nicaragua;1;0
30;3;2020;Nicaragua;0;0
29;3;2020;Nicaragua;1;0
28;3;2020;Nicaragua;0;1
27;3;2020;Nicaragua;0;0
26;3;2020;Nicaragua;0;0
25;3;2020;Nicaragua;0;0
24;3;2020;Nicaragua;0;0
23;3;2020;Nicaragua;1;0
22;3;2020;Nicaragua;0;0
21;3;2020;Nicaragua;0;0
20;3;2020;Nicaragua;0;0
19;3;2020;Nicaragua;1;0
9;4;2020;Niger;64;0
8;4;2020;Niger;25;1
7;4;2020;Niger;69;0
6;4;2020;Niger;64;5
5;4;2020;Niger;22;0
4;4;2020;Niger;24;0
3;4;2020;Niger;0;0
2;4;2020;Niger;54;2
1;4;2020;Niger;0;0
31;3;2020;Niger;10;2
30;3;2020;Niger;0;0
29;3;2020;Niger;0;0
28;3;2020;Niger;0;0
27;3;2020;Niger;3;0
26;3;2020;Niger;0;0
25;3;2020;Niger;5;1
24;3;2020;Niger;1;0
23;3;2020;Niger;0;0
22;3;2020;Niger;0;0
21;3;2020;Niger;1;0
9;4;2020;Nigeria;22;0
8;4;2020;Nigeria;16;1
7;4;2020;Nigeria;6;0
6;4;2020;Nigeria;22;1
5;4;2020;Nigeria;20;2
4;4;2020;Nigeria;16;0
3;4;2020;Nigeria;23;0
2;4;2020;Nigeria;20;0
1;4;2020;Nigeria;0;0
31;3;2020;Nigeria;34;1
30;3;2020;Nigeria;0;0
29;3;2020;Nigeria;16;0
28;3;2020;Nigeria;16;0
27;3;2020;Nigeria;14;0
26;3;2020;Nigeria;7;0
25;3;2020;Nigeria;4;0
24;3;2020;Nigeria;10;1
23;3;2020;Nigeria;8;0
22;3;2020;Nigeria;10;0
21;3;2020;Nigeria;4;0
20;3;2020;Nigeria;0;0
19;3;2020;Nigeria;5;0
18;3;2020;Nigeria;1;0
17;3;2020;Nigeria;0;0
16;3;2020;Nigeria;0;0
15;3;2020;Nigeria;0;0
10;3;2020;Nigeria;1;0
2;3;2020;Nigeria;0;0
1;3;2020;Nigeria;0;0
29;2;2020;Nigeria;0;0
28;2;2020;Nigeria;1;0
27;2;2020;Nigeria;0;0
26;2;2020;Nigeria;0;0
25;2;2020;Nigeria;0;0
24;2;2020;Nigeria;0;0
23;2;2020;Nigeria;0;0
22;2;2020;Nigeria;0;0
21;2;2020;Nigeria;0;0
20;2;2020;Nigeria;0;0
19;2;2020;Nigeria;0;0
18;2;2020;Nigeria;0;0
17;2;2020;Nigeria;0;0
16;2;2020;Nigeria;0;0
15;2;2020;Nigeria;0;0
14;2;2020;Nigeria;0;0
13;2;2020;Nigeria;0;0
12;2;2020;Nigeria;0;0
11;2;2020;Nigeria;0;0
10;2;2020;Nigeria;0;0
9;2;2020;Nigeria;0;0
8;2;2020;Nigeria;0;0
7;2;2020;Nigeria;0;0
6;2;2020;Nigeria;0;0
5;2;2020;Nigeria;0;0
4;2;2020;Nigeria;0;0
3;2;2020;Nigeria;0;0
2;2;2020;Nigeria;0;0
1;2;2020;Nigeria;0;0
31;1;2020;Nigeria;0;0
30;1;2020;Nigeria;0;0
29;1;2020;Nigeria;0;0
28;1;2020;Nigeria;0;0
27;1;2020;Nigeria;0;0
26;1;2020;Nigeria;0;0
25;1;2020;Nigeria;0;0
24;1;2020;Nigeria;0;0
23;1;2020;Nigeria;0;0
22;1;2020;Nigeria;0;0
21;1;2020;Nigeria;0;0
20;1;2020;Nigeria;0;0
19;1;2020;Nigeria;0;0
18;1;2020;Nigeria;0;0
17;1;2020;Nigeria;0;0
16;1;2020;Nigeria;0;0
15;1;2020;Nigeria;0;0
14;1;2020;Nigeria;0;0
13;1;2020;Nigeria;0;0
12;1;2020;Nigeria;0;0
11;1;2020;Nigeria;0;0
10;1;2020;Nigeria;0;0
9;1;2020;Nigeria;0;0
8;1;2020;Nigeria;0;0
7;1;2020;Nigeria;0;0
6;1;2020;Nigeria;0;0
5;1;2020;Nigeria;0;0
4;1;2020;Nigeria;0;0
3;1;2020;Nigeria;0;0
2;1;2020;Nigeria;0;0
1;1;2020;Nigeria;0;0
31;12;2019;Nigeria;0;0
9;4;2020;North_Macedonia;18;4
8;4;2020;North_Macedonia;29;5
7;4;2020;North_Macedonia;87;4
6;4;2020;North_Macedonia;0;0
5;4;2020;North_Macedonia;53;5
4;4;2020;North_Macedonia;76;1
3;4;2020;North_Macedonia;0;1
2;4;2020;North_Macedonia;25;1
1;4;2020;North_Macedonia;44;2
31;3;2020;North_Macedonia;26;1
30;3;2020;North_Macedonia;18;2
29;3;2020;North_Macedonia;22;1
28;3;2020;North_Macedonia;18;0
27;3;2020;North_Macedonia;24;1
26;3;2020;North_Macedonia;29;0
25;3;2020;North_Macedonia;12;0
24;3;2020;North_Macedonia;22;1
23;3;2020;North_Macedonia;29;1
22;3;2020;North_Macedonia;15;0
21;3;2020;North_Macedonia;22;0
20;3;2020;North_Macedonia;6;0
19;3;2020;North_Macedonia;11;0
18;3;2020;North_Macedonia;12;0
17;3;2020;North_Macedonia;6;0
16;3;2020;North_Macedonia;0;0
14;3;2020;North_Macedonia;4;0
13;3;2020;North_Macedonia;2;0
11;3;2020;North_Macedonia;4;0
7;3;2020;North_Macedonia;2;0
2;3;2020;North_Macedonia;0;0
1;3;2020;North_Macedonia;0;0
29;2;2020;North_Macedonia;0;0
28;2;2020;North_Macedonia;0;0
27;2;2020;North_Macedonia;1;0
26;2;2020;North_Macedonia;0;0
25;2;2020;North_Macedonia;0;0
24;2;2020;North_Macedonia;0;0
23;2;2020;North_Macedonia;0;0
22;2;2020;North_Macedonia;0;0
21;2;2020;North_Macedonia;0;0
20;2;2020;North_Macedonia;0;0
19;2;2020;North_Macedonia;0;0
18;2;2020;North_Macedonia;0;0
17;2;2020;North_Macedonia;0;0
16;2;2020;North_Macedonia;0;0
15;2;2020;North_Macedonia;0;0
14;2;2020;North_Macedonia;0;0
13;2;2020;North_Macedonia;0;0
12;2;2020;North_Macedonia;0;0
11;2;2020;North_Macedonia;0;0
10;2;2020;North_Macedonia;0;0
9;2;2020;North_Macedonia;0;0
8;2;2020;North_Macedonia;0;0
7;2;2020;North_Macedonia;0;0
6;2;2020;North_Macedonia;0;0
5;2;2020;North_Macedonia;0;0
4;2;2020;North_Macedonia;0;0
3;2;2020;North_Macedonia;0;0
2;2;2020;North_Macedonia;0;0
1;2;2020;North_Macedonia;0;0
31;1;2020;North_Macedonia;0;0
30;1;2020;North_Macedonia;0;0
29;1;2020;North_Macedonia;0;0
28;1;2020;North_Macedonia;0;0
27;1;2020;North_Macedonia;0;0
26;1;2020;North_Macedonia;0;0
25;1;2020;North_Macedonia;0;0
24;1;2020;North_Macedonia;0;0
23;1;2020;North_Macedonia;0;0
22;1;2020;North_Macedonia;0;0
21;1;2020;North_Macedonia;0;0
20;1;2020;North_Macedonia;0;0
19;1;2020;North_Macedonia;0;0
18;1;2020;North_Macedonia;0;0
17;1;2020;North_Macedonia;0;0
16;1;2020;North_Macedonia;0;0
15;1;2020;North_Macedonia;0;0
14;1;2020;North_Macedonia;0;0
13;1;2020;North_Macedonia;0;0
12;1;2020;North_Macedonia;0;0
11;1;2020;North_Macedonia;0;0
10;1;2020;North_Macedonia;0;0
9;1;2020;North_Macedonia;0;0
8;1;2020;North_Macedonia;0;0
7;1;2020;North_Macedonia;0;0
6;1;2020;North_Macedonia;0;0
5;1;2020;North_Macedonia;0;0
4;1;2020;North_Macedonia;0;0
3;1;2020;North_Macedonia;0;0
2;1;2020;North_Macedonia;0;0
1;1;2020;North_Macedonia;0;0
31;12;2019;North_Macedonia;0;0
9;4;2020;Northern_Mariana_Islands;3;0
8;4;2020;Northern_Mariana_Islands;0;1
7;4;2020;Northern_Mariana_Islands;0;0
6;4;2020;Northern_Mariana_Islands;0;0
5;4;2020;Northern_Mariana_Islands;0;0
4;4;2020;Northern_Mariana_Islands;0;0
3;4;2020;Northern_Mariana_Islands;2;0
2;4;2020;Northern_Mariana_Islands;0;1
1;4;2020;Northern_Mariana_Islands;4;0
31;3;2020;Northern_Mariana_Islands;2;0
9;4;2020;Norway;147;11
8;4;2020;Norway;108;10
7;4;2020;Norway;115;1
6;4;2020;Norway;130;8
5;4;2020;Norway;302;6
4;4;2020;Norway;273;2
3;4;2020;Norway;270;10
2;4;2020;Norway;218;4
1;4;2020;Norway;221;2
31;3;2020;Norway;124;4
30;3;2020;Norway;257;2
29;3;2020;Norway;264;4
28;3;2020;Norway;425;2
27;3;2020;Norway;240;2
26;3;2020;Norway;350;2
25;3;2020;Norway;195;2
24;3;2020;Norway;239;1
23;3;2020;Norway;206;0
22;3;2020;Norway;184;0
21;3;2020;Norway;190;1
20;3;2020;Norway;129;3
19;3;2020;Norway;115;0
18;3;2020;Norway;139;0
17;3;2020;Norway;92;2
16;3;2020;Norway;170;0
15;3;2020;Norway;286;0
14;3;2020;Norway;0;0
13;3;2020;Norway;132;1
12;3;2020;Norway;212;0
11;3;2020;Norway;85;0
10;3;2020;Norway;23;0
9;3;2020;Norway;22;0
